0	3145	S
1	3152	S
2	3154	S
3	3155	S
4	3156	S
5	3160	S
6	3162	S
7	3163	S
8	3164	S
9	3165	S
10	3169	S
11	3172	S
12	3173	S
13	3175	S
14	3498	S
15	3504	U
16	3505	U
17	3507	S
18	3508	S
19	3510	S
20	3516	S
21	3517	S
22	3518	S
23	3519	S
24	3520	S
25	3521	S
26	3522	S
27	3523	S
28	3525	S
29	3774	U
30	3780	C
31	3800	C
32	3803	C
33	3822	C
34	3824	C
35	3828	C
36	3841	C
37	3858	C
38	3862	C
39	3867	C
40	3870	C
