"GB" "gamma"
"GB51813" 2.22452455238752
"GB51812" 2.53107032108894
"GB51811" 0.640458310520506
"GB51810" -0.406486587550249
"GB51863" 0.441723367140935
"GB51809" -0.12028305123314
"GB51807" -0.435096471203959
"GB51806" -0.0437387974286436
"GB51805" 0.255364041139291
"GB51865" 0.0278357462632571
"GB51803" -0.212209604245824
"GB51866" 0.0922757995376924
"GB51867" -0.0177920537277839
"GB51802" 0.48350492883659
"GB40789" 0.682664423591606
"GB40791" -0.614817335635893
"GB40792" 0.0957505498521923
"GB40793" -0.229946981392838
"GB40788" 0.238605401496974
"GB40787" 0.450464793514998
"GB40785" 0.446360959273197
"GB40794" -0.167603624257344
"GB40784" 0.199693928352121
"GB40783" -0.15420231783497
"GB40796" -0.642617003257274
"GB40797" -0.591534442589237
"GB40782" -0.0644724925171732
"GB40798" -0.366840106547178
"GB40799" 0.153744135825366
"GB40781" -0.275676822809514
"GB40800" -0.303192231080139
"GB40780" -0.177003887006333
"GB40779" -0.0801499450501871
"GB40778" -0.393752918779353
"GB40801" -0.536741690737399
"GB40777" -0.000860484241387733
"GB40776" 0.0109568365709687
"GB40802" -0.30581017237656
"GB40803" -0.0904760654106975
"GB40775" 0.0342244154372155
"GB40804" 0.183281466906454
"GB40774" -0.197353252575384
"GB40805" -0.129294659575599
"GB40806" 1.21166546261962
"GB40807" -0.0196426176638738
"GB40773" -0.636160466616775
"GB40808" -0.218510276625098
"GB40771" 4.37943599997866
"GB40770" 0.712449284907835
"GB40769" 1.49648172205659
"GB40768" 0.248018838287578
"GB40809" -0.280734411343878
"GB40767" 0.252588998370913
"GB40766" -0.47538433369464
"GB40810" 0.310201970884117
"GB40765" 0.127494203157792
"GB40764" -0.577222975345527
"GB40812" -0.387917338817901
"GB40814" 0.159435587440228
"GB40763" 0.582976327358404
"GB40815" -0.203673125640792
"GB40816" -0.0643422503969962
"GB40760" 0.0244272489890478
"GB40759" 0.0425714438393078
"GB40758" 0.988983102416103
"GB40817" -0.288164769323677
"GB40818" -0.350353599129658
"GB40757" -0.582772316867106
"GB40819" -0.130145292061541
"GB40756" -0.612035942217633
"GB40755" -0.625726914348482
"GB40754" 2.02844550000294
"GB40821" -0.41341886152226
"GB40822" -0.254320503350901
"GB40752" -0.457417256468838
"GB40751" -0.358535889456661
"GB40750" -0.506849717753253
"GB40749" 0.215616200201451
"GB40823" -0.619226714072726
"GB40748" 0.0845795633162585
"GB40824" -0.239238554015274
"GB40747" 0.157953760017806
"GB40746" 0.0420429511378609
"GB40827" 0.12837799536911
"GB40745" -0.382931413013336
"GB40828" 0.0669459011905477
"GB40829" -0.39441474032531
"GB40830" 0.277964393456366
"GB40744" 0.64554174304725
"GB40831" 5.3883293492189
"GB40743" 0.00508436916841458
"GB40741" -0.49985136285386
"GB40740" 1.10475364710181
"GB40737" -0.500086262406285
"GB40735" 0.565718476322796
"GB40734" 1.68925046450233
"GB40833" 0.53223899718407
"GB40733" -0.583199646595113
"GB40732" 0.74991904515436
"GB40731" -0.156545483741607
"GB40730" 1.02823156272571
"GB40834" 0.1048370059074
"GB40836" 0.77043086185737
"GB40837" 0.804493557729175
"GB40838" 0.0560091719791033
"GB40839" 0.671241780780723
"GB40841" -0.826334646505799
"GB40842" -0.328899941666462
"GB40728" 0.978593900030472
"GB40843" -0.201139100411134
"GB40727" -0.203082227809142
"GB40845" -0.0958368176857058
"GB40848" 0.985538679848115
"GB40849" -0.350240483924377
"GB40850" -0.0724719425995188
"GB40726" 0.0546102022338568
"GB40853" 0.293023411425297
"GB40854" -0.326466801640102
"GB40855" 0.488032049174804
"GB40724" 0.204029266154644
"GB40856" 0.259009918671646
"GB40857" -0.178233582548583
"GB40723" -0.017458910151081
"GB40722" -0.26264508756481
"GB40858" -0.506629740178211
"GB40720" -0.240175772659712
"GB40859" -0.0011074537154933
"GB40860" 0.353248687689533
"GB40718" 1.08565520412945
"GB40861" -0.286978082948215
"GB40717" -0.494167579969862
"GB40862" -0.229919508884175
"GB40716" 0.803736942400785
"GB40864" -0.258332210412222
"GB40715" 0.228649583924283
"GB40865" -0.137643812176442
"GB40713" 0.522878062326047
"GB40712" -0.5769712883922
"GB40866" -0.00605146439164965
"GB40711" 0.0480597707369202
"GB40867" -0.152371156227741
"GB40948" -0.121855492056132
"GB40946" -0.0545887355127406
"GB40945" -0.103522527646689
"GB40949" 0.0597808416283615
"GB40944" -0.0904708775965149
"GB40950" -0.530775053049063
"GB40952" -0.7101426709727
"GB40942" -0.318469984968223
"GB40953" -0.0720302942201011
"GB40941" 0.352198676924516
"GB40939" 0.0945512105485074
"GB40955" -0.308451748823361
"GB40958" -0.366674137451283
"GB40959" -0.311608837430223
"GB40960" 0.413394558885783
"GB40961" 0.021315183355438
"GB40963" -0.123886704166214
"GB40964" -0.739821190985369
"GB40938" -1.11311265403537
"GB40937" 0.0412447418861716
"GB54847" -0.195598356765629
"GB54848" -0.145770533643393
"GB54846" 0.0936092188345251
"GB54845" 0.0535894572398342
"GB54850" 0.989750788108098
"GB54851" 1.37107006331742
"GB54852" 2.20759830733024
"GB54853" 0.530248142720206
"GB54844" 0.378038699421671
"GB54854" 0.0210960477136891
"GB54855" 0.0536151277159617
"GB54856" -0.180734743838957
"GB54843" 0.219795622039665
"GB54842" 0.101356214934697
"GB54841" -0.0748154319663824
"GB54857" -0.219518437128554
"GB54858" -0.297599235985239
"GB54860" 0.41329613443062
"GB54837" -0.206803209149257
"GB54836" -0.511335806279905
"GB54861" 0.372312517274552
"GB54862" 0.58969861441883
"GB54835" 0.522806344728459
"GB54831" -0.0925034582857639
"GB54830" -0.557309471632994
"GB54865" -0.671974360365981
"GB54829" 0.559260078864375
"GB54828" 0.437471038216493
"GB54866" 1.04479553410011
"GB54867" -0.0682926665326947
"GB54868" 0.534838020466634
"GB54827" -0.576395950671091
"GB53215" -0.161957516713936
"GB53214" -0.0240223046095695
"GB53213" 0.492556807124701
"GB53218" -0.315844942574969
"GB53219" 0.300162954111414
"GB53220" -0.372916558858303
"GB53209" 0.810660330170643
"GB53208" -0.0677956245025346
"GB53221" 0.00900367942015529
"GB53222" -0.160577986598127
"GB53207" 0.393878343407849
"GB53223" 0.654066208774723
"GB53206" 0.465177163876884
"GB53224" -0.596191160650546
"GB53225" 1.87024818739498
"GB53205" -0.512508381468379
"GB53203" 0.502833374291746
"GB53226" 0.425780750796069
"GB53201" -0.167907344551223
"GB53228" -0.467086876288836
"GB53200" 0.234567906369439
"GB53229" 0.805948544951553
"GB53230" 1.17426325770475
"GB53199" 0.484895230030204
"GB53231" -1.03353446000593
"GB53233" -0.240399547809593
"GB53198" 0.607467175053791
"GB53234" -0.389491101856806
"GB53235" -0.215163843733773
"GB53197" 2.32427450291822
"GB53236" -0.479916313200501
"GB53237" -0.151189515179492
"GB53196" -0.00953418832042926
"GB53195" -0.356855110847762
"GB53238" -0.59557701098195
"GB53194" -0.376970585730862
"GB53239" 0.493845519022053
"GB53193" -0.0172532704528149
"GB53240" -1.0775316390015
"GB53192" -0.784476982649458
"GB53242" -0.535356701817881
"GB53191" 0.0696556481991365
"GB53243" -0.0549813745350556
"GB53190" -0.884560379935054
"GB53245" -0.0288727268370432
"GB53189" -0.938373376122693
"GB53246" -0.401205575286259
"GB53188" -0.188498532869805
"GB53247" -0.198145125882712
"GB53187" 0.228825849239868
"GB53249" 0.347359241945931
"GB53186" 0.206946515325384
"GB53250" -0.395892692409412
"GB53185" 0.0270116643947038
"GB53184" 0.0534929136883074
"GB53251" -0.381717317383674
"GB53252" 1.06890407958092
"GB53253" 0.717652528681463
"GB53183" 0.473330105585272
"GB53181" -0.321118674861141
"GB53254" -1.09050984006706
"GB53255" -0.275999963185328
"GB53256" 0.602243029249438
"GB53180" -0.0754805731479891
"GB53179" 0.724531483510455
"GB53257" 0.343699331800252
"GB53258" 0.0170648676116665
"GB53177" -0.40321960853905
"GB52267" 2.02254580480227
"GB52268" 0.0469036855954028
"GB52269" 0.231337699564525
"GB52266" 0.677977569385504
"GB49723" -0.348684085924304
"GB49722" 0.536888442327849
"GB49721" -0.217675473960225
"GB48024" 0.198359497837243
"GB48026" -0.741222658901613
"GB48028" 0.659149502780332
"GB48022" 2.37426025084815
"GB48029" -0.228889356218782
"GB48030" -0.561317426395279
"GB48031" 0.13776030341386
"GB48032" 0.00094844762791877
"GB48020" 1.3024738167467
"GB48034" -0.0174058188811738
"GB48035" 0.74110134909465
"GB48036" 0.161533049821041
"GB48037" 0.966451784362971
"GB48018" -0.314805666823417
"GB48038" 0.976771832954187
"GB48039" -0.682948658082115
"GB48017" -0.0723322951112952
"GB50349" 0.393263944517421
"GB50350" -0.0979773776261619
"GB50348" -0.446115499951205
"GB50347" -0.862246289837594
"GB50351" 0.212505973767422
"GB50352" 0.402403400717245
"GB50353" -0.487310856552076
"GB50354" -0.132287325362802
"GB50346" -0.0427493815586971
"GB50355" 0.0172790402002321
"GB50345" -0.313752639463855
"GB50344" -0.49574541571
"GB50356" -0.19634576509885
"GB50357" -0.197877238242876
"GB50343" -0.213729238985383
"GB50359" -0.799909691400743
"GB50361" 0.550873248340392
"GB50342" 0.114765897952486
"GB50363" 1.55670905537217
"GB50341" -0.012956929046922
"GB50364" 0.322591774546447
"GB50340" -0.359927997638532
"GB50365" -0.303565223116746
"GB50366" -0.276639078943765
"GB50339" 0.403858408102166
"GB50338" -0.243513744175545
"GB50367" 0.131760051208099
"GB50337" -0.0553407610806886
"GB50368" -0.625828599854066
"GB50336" -0.292992372061786
"GB50369" -0.587657296586988
"GB50335" -0.430953594536875
"GB50370" -0.89076430993767
"GB50371" -0.381550685539419
"GB50334" 0.966379653537732
"GB50333" 0.100432742468332
"GB50372" -0.144106613403277
"GB50373" 0.235266409256017
"GB50332" -0.404089061247585
"GB50331" 0.367761383886545
"GB50374" 0.855332620446343
"GB50330" -0.572961220234042
"GB50375" 0.0889125865316184
"GB47709" 0.246643170888281
"GB47707" 0.961111539389661
"GB47710" -0.688048701717357
"GB47711" 0.556488331577845
"GB47705" 0.854671839555335
"GB47715" -0.501600974018494
"GB47703" -0.136314076547902
"GB47699" -0.527280829892996
"GB47698" -0.157506308958901
"GB47718" -0.625637165957545
"GB47719" 0.392841128622295
"GB47720" 0.624366566147536
"GB47696" 0.872392626598166
"GB47721" 0.632788656924834
"GB47722" 1.07367699422664
"GB47695" 0.0546297048305153
"GB47723" 0.103710576498299
"GB47694" 0.0569908290366932
"GB47693" 0.0407452730983168
"GB47692" 0.628606420404752
"GB47691" 0.299962851923421
"GB47689" -0.842077543032933
"GB47724" 0.277512965487838
"GB47725" -1.02817750886625
"GB47688" 0.438935177955717
"GB47687" -0.18976567793777
"GB47726" 1.15533595166281
"GB47686" -0.431400745890466
"GB47727" 0.521148606715471
"GB47685" -0.296935306323791
"GB47684" -0.253042969537892
"GB47728" -0.1882727860025
"GB47729" 0.403278756038369
"GB47732" 0.273150222844739
"GB47733" 0.366902614649089
"GB47683" -0.715748158905131
"GB47734" -0.414710206506785
"GB47735" 0.0277083377647477
"GB47682" -0.251774130862206
"GB47736" -0.249832769747024
"GB47680" -0.213947114460496
"GB47679" 1.38693520089067
"GB47678" 0.0704823065012593
"GB47677" 0.0900473193270585
"GB47676" -0.687011221085017
"GB47737" -0.030560442097371
"GB47675" -0.244423070790212
"GB47738" -0.216539414401134
"GB47673" 0.294759026004518
"GB47672" 0.224127738391898
"GB47671" -0.288455411322514
"GB47740" 1.16375389312767
"GB47670" -0.136540880273467
"GB47669" 0.595223033042105
"GB47741" -0.651178942739304
"GB47742" 0.323156218929902
"GB47743" -0.239882203073142
"GB47668" 0.794096094916797
"GB47744" -0.0407651928809335
"GB47667" -0.280270198246091
"GB47745" -0.488586950616662
"GB47746" -0.900376593087549
"GB47747" -0.00549807745825108
"GB47748" -0.262287347945627
"GB47666" -0.847372143452722
"GB47665" -0.409454065592574
"GB47664" 0.567413489317157
"GB47663" -0.530043758315581
"GB47749" 0.0640515577795596
"GB47662" 0.920610184871217
"GB47751" -0.315931022489026
"GB47661" 0.428858323375754
"GB47752" 0.649719301761051
"GB47660" -0.4826740188787
"GB47753" -0.0116974326395035
"GB47659" -0.485210348899115
"GB47658" 0.190635860618269
"GB47657" -0.139247080164883
"GB47656" -0.558491695392238
"GB54963" 0.533519455542315
"GB54962" 0.273563058320986
"GB54964" -0.0349039716367051
"GB54966" -0.230925011232325
"GB54967" 0.155193363247122
"GB54961" 0.46521321234452
"GB54960" 0.59935508329079
"GB54968" -0.187262970768163
"GB54959" -0.7270890131527
"GB54969" -0.156427693751844
"GB54970" -0.478969143353027
"GB54958" -0.197519603061201
"GB54971" -0.496331671000382
"GB54972" -0.174896670571644
"GB54973" -0.47613452558154
"GB54974" 0.00937799840905171
"GB54957" -0.164094989022596
"GB54956" -0.223857212451676
"GB54975" -0.681340197972101
"GB54955" -0.214917559676223
"GB54976" -0.717527531801581
"GB54954" -0.0531081948082692
"GB54977" 0.205952548228663
"GB54953" -0.0513460103476902
"GB54978" -0.0925551621852437
"GB54952" -0.453893276599241
"GB54979" 0.0562638829216349
"GB54951" -0.423973867168136
"GB54980" 0.458507511426071
"GB54981" -0.469073723864312
"GB54982" -0.0100361387222148
"GB54950" -0.319073747381163
"GB54949" 0.101830297617489
"GB54983" -0.409059173921483
"GB54984" -0.464356075622406
"GB54985" -0.31251468536697
"GB54986" -0.327049710036954
"GB54945" -0.427371733420737
"GB54944" -0.456526559205243
"GB54987" -0.0962007542313062
"GB54943" -0.186354097803801
"GB54988" 0.719182517768611
"GB54942" 1.95686725132768
"GB54941" 0.497051672399662
"GB54989" -1.01277523798898
"GB54940" -0.204159808204501
"GB54990" -0.346050986305035
"GB54939" -0.57270657765017
"GB54992" -0.119586447092785
"GB54993" 1.08738843587498
"GB54938" -0.241838088544477
"GB54994" 0.00272915797286428
"GB54937" -0.287210729184213
"GB54995" -0.675812941894128
"GB54936" 0.579023192967881
"GB54935" 1.21014060754579
"GB54934" -0.0294031002758062
"GB54932" 1.37645895817837
"GB54996" -0.0135851992033391
"GB54998" 0.069850101419249
"GB54999" 1.29917047616424
"GB55000" -0.473641237293137
"GB54929" -0.158442604690463
"GB55001" -0.0695313303353962
"GB54928" 0.0109585126112913
"GB55002" -0.580569843732864
"GB54927" 0.592559976485275
"GB54926" 0.36065813087872
"GB54925" 0.476658860022157
"GB54924" -0.330824566769747
"GB55003" -0.0591073661171247
"GB55004" 0.390586651910048
"GB55005" -0.316298400344071
"GB55006" 0.432196470565534
"GB54923" 0.414657187271379
"GB54922" -0.689812394255263
"GB55007" 0.218247965816917
"GB54920" -0.309359610996238
"GB55008" -0.573027420813863
"GB55009" 0.090612265619182
"GB55010" -0.64419429573966
"GB54919" -0.934412542292005
"GB54918" 0.240284984494493
"GB55011" -0.279006954858323
"GB54917" -0.242236350778894
"GB54916" -0.0342914652258176
"GB55012" -0.637990987608049
"GB54914" -0.20987551583864
"GB54912" -0.279278253683732
"GB55013" -0.779221454933099
"GB54910" -0.543364725375502
"GB55014" -0.477913475545151
"GB55015" -0.314056933790683
"GB55016" 0.278021276730812
"GB54909" 0.0221988755372338
"GB55017" 0.537070963152672
"GB55018" 0.187584523000179
"GB54908" -0.136579157692703
"GB55020" 0.181855803542213
"GB54906" 1.04151123028051
"GB49269" 0.437880191043352
"GB49268" 1.37411196249557
"GB49272" 1.44931892148065
"GB49273" 0.162975348072846
"GB49275" 1.52931223641786
"GB49267" 0.413599411029655
"GB49276" -0.365750989414133
"GB49277" 0.753630623676284
"GB49278" 0.683022538603699
"GB49279" -0.0621995601494053
"GB49280" 0.0533009469290693
"GB49281" -0.19034447669485
"GB49282" 1.1734137046681
"GB49283" 0.290657745642916
"GB49265" 0.541449066369458
"GB49284" 0.995201048577864
"GB49285" -0.43073324266932
"GB49264" -0.236252785774797
"GB49262" 1.51165922634741
"GB49261" -0.0688655652826803
"GB49289" 1.86321196746923
"GB49260" -0.0609781391781637
"GB49290" 0.256512263624706
"GB49259" 1.10320271833698
"GB55864" 1.09978310897875
"GB55866" 0.0336643254904662
"GB55867" 0.239445497974116
"GB51593" 1.32559747316313
"GB51594" 0.401783130467551
"GB51592" -0.166997930015243
"GB51596" 0.341669238640138
"GB51597" -0.254618039172498
"GB51591" -0.761060986903062
"GB51590" -0.0338125598443687
"GB51598" -0.447929968980788
"GB51589" -0.331322846822283
"GB51599" -0.0737384233588378
"GB51588" -0.388959814927598
"GB51600" 0.546999360571908
"GB51587" -0.346949209142776
"GB51601" -0.145696956493369
"GB51586" -0.245404684254818
"GB51602" 0.982776826539124
"GB51585" -0.237454935746467
"GB51603" 0.387574707537525
"GB51584" 0.392764704124522
"GB51583" 0.928737106384153
"GB51604" 0.439438493388285
"GB51582" 0.468088313042608
"GB51581" -0.44678999207787
"GB51580" 0.0739175600043903
"GB51605" 0.191537369585367
"GB51606" -0.516881810157889
"GB51607" -0.422543014239335
"GB51608" -0.598049630415948
"GB51578" -1.15583416178229
"GB51609" 0.168822044735531
"GB51576" -0.560980644016965
"GB51574" 0.349378320700243
"GB51611" -0.442430822860859
"GB51612" -0.559827107752322
"GB51573" -0.962175464268696
"GB51613" -0.302444901575959
"GB51572" -0.116171417251935
"GB51571" 0.388870407995092
"GB51614" 0.337849627251763
"GB51570" -0.40057713970349
"GB51569" -0.244925377823524
"GB51568" 0.0161839079720739
"GB51615" 0.195914244203207
"GB51567" 0.31896375498617
"GB51566" -0.408339085760687
"GB51565" 0.321202982327794
"GB51617" -0.49721540596191
"GB51564" 0.127374562531996
"GB51619" 0.968135486908514
"GB51562" 1.12381258250397
"GB51561" -0.697230432603355
"GB51560" -0.370838918277632
"GB51620" 0.65794275852638
"GB51621" 0.133679478353696
"GB51622" -0.0262627170225845
"GB51558" 0.917870077999805
"GB51556" -0.315924091145402
"GB51555" -0.157254522338256
"GB51553" -0.799550487050552
"GB51623" 0.0880308903609916
"GB51552" -0.0205159433846239
"GB51624" 0.410327493625396
"GB51551" 0.0314894195939069
"GB51550" 0.351881502752733
"GB51549" 0.101689902133729
"GB51548" 0.553281696567714
"GB51547" -0.931604322840086
"GB51546" 0.254112458092045
"GB51545" 0.725803280603601
"GB51625" -0.437091548353922
"GB51544" 0.205763551451155
"GB51626" -0.468385202511316
"GB51543" -0.161680694953779
"GB51542" -0.397017618919938
"GB51627" -0.469665397989966
"GB51541" -0.22777927630729
"GB51628" -0.643875144585143
"GB51540" 0.0370609232884382
"GB51629" -0.336394891951346
"GB51539" 0.486817804175165
"GB51630" 1.20224187312448
"GB51538" -0.00755590476267187
"GB51631" 0.143681671256245
"GB51537" 0.936396615162665
"GB51632" -0.0282616313452312
"GB51633" -0.814609319400649
"GB51536" -0.418563736037005
"GB51634" -0.114333726442247
"GB51535" -0.415418660625154
"GB51635" -0.351859271671574
"GB51534" -0.333105897099505
"GB51533" -0.333135349078036
